school,college,department,track,deadline,quota,assessment_weights,other_req,docs_required,interview_required,written_exam_required,link_apply,note,,,,,,,,,,,,,,,,
國立成功大學,醫學院,分子醫學研究所,,2025/10/2,10,"1.審查50%
2.面試50%","一、大學在校學業成績系班組排名名次列於前
50%(含)者(境外大學名次排名免繳)。
二、不受理同等學力。","一、大學歷年成績單
二、過去研究經驗(請附資料)
三、自傳
四、其他有助於審查之相關資料(如英文檢定證書)
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、第一、二名提供獎學金。",,,,,,,,,,,,,,,,
國立成功大學,醫學院,護理學系,,2025/10/2,11,"1.審查50%
2.面試50%","一、甲乙丙丁組:大學護理系畢業生(含應屆)。
二、戊組:醫護相關科系畢業,對行政、管理、品質、
資訊等相關業務有興趣之基層或進階護理師。
三、同等學力報考者需具備國內護理師執照及取得該
執照後之護理相關工作經驗三年(檢具證明)。","一、大學歷年成績單(含名次證明)
二、臨床資歷(檢具證明及護理師證書,應屆畢業甄試生免繳交)
三、自傳(含進修計畫書)
四、其他有助於審查之相關資料(如臨床進階證明、英文能力證明、特殊獎項、論文或相關著作發表)。
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、研究方向
甲組:成人護理
乙組:身心健康照護
丙組:產兒科護理
丁組:社區護理
戊組:護理行政
二、審查成績通過者,再通知面試。
三、審查成績標準請至本系網頁下載參
閱。
四、目前在職【不限護理實務領域(如醫院、
衛生所、學校、工廠、長照機構)等】
或非在職者皆可報考。
五、大學應屆畢業生未具臨床護理工作經
驗者,錄取後需與指導教授討論於畢
業前取得一年之臨床護理工作資歷。",,,,,,,,,,,,,,,,
國立成功大學,醫學院,醫學檢驗生物技術學系,,2025/10/2,14,"1.審查40%
2.面試60%","一、在職考生須具備醫檢 2 年以上工作經驗(檢具證
明)。
二、不受理同等學力","一、大學歷年成績單
二、簡歷及自傳
三、其他有助於審查之相關資料(如英文能力檢定
資料、特殊獎項、發表文獻、研究報告等)
四、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 1/2 為限)。",,,,,,,,,,,,,,,,
國立成功大學,醫學院,物理治療學系,,2025/10/2,8,"1.審查40%
2.面試60%","一、甲組:限物理治療學系畢業生(含應屆),或具物
理治療專業背景之同等學力者。
二、乙組:限國內、境外大學畢業生(含應屆)或具
同等學力者。","一、大專歷年成績單(含排名)
二、進修計畫書與自傳
三、其他有助於審查之資料(如過去研究經驗、臨床
實務經驗、大學專題討論、社團活動等)
四、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以臨床組招生名額 2/3 為限)。
三、研究方向:
甲組:臨床組(以物理治療專業知識與技
能精進為主)
進階骨科物理治療、進階神經物理治療、
進階小兒物理治療、進階心肺物理治療
乙組:研究組(以物理治療臨床與基礎研
究為主)
骨科物理治療、運動醫學,神經物理治
療、動作科學,小兒物理治療、動作發展,
心肺物理治療、運動與健康科學",,,,,,,,,,,,,,,,
國立成功大學,醫學院,職能治療學系,,2025/10/2,5,"1.審查50%
2.面試50%",不受理同等學力,"一、大學歷年成績單(含名次證明)
二、自傳(含個人簡歷)
三、進修計畫書
四、其他有助於審查之相關資料(如:過去研究經驗、特殊獎項、發表文獻、專題報告、英檢成績等)
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 1/3 為限)。",,,,,,,,,,,,,,,,
國立成功大學,醫學院,細胞生物與解剖學研究所,,2025/10/2,6,"1.審查40%
2.面試60%",不受理同等學力,"一、大學歷年成績單(含名次證明,境外大學免繳)
二、自傳(含個人簡歷及研究經歷等)
三、其他有助於審查之相關資料(如特殊獎項、發表文獻、專題或研究報告等)
四、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 1/2 為限)。",,,,,,,,,,,,,,,,
國立成功大學,醫學院,公共衛生學系,,2025/10/2,8,"1.審查40%
2.面試60%","一、不受理境外大學畢業生。
二、不受理同等學力。","一、大學歷年成績單(含排名)
二、履歷(含個人學經歷、自傳、曾參與之專題研究、著作等)
三、研究計畫書
四、其他有助於審查之相關資料(如英文檢定、公衛能力測驗、研究奬勵、國家證照)
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、本系訂有英文檢定畢業門檻,請參閱
本系網頁。",,,,,,,,,,,,,,,,
國立成功大學,醫學院,口腔醫學研究所,,2025/10/2,6,"1.審查40%
2.面試60%","乙組:國內大學須牙醫學系畢業生(含應屆);境外大
學須牙醫學系畢業生且具有中華民國牙醫師醫師執
照。","一、大專歷年成績單
二、自傳(含個人學簡歷)
三、進修計畫書
四、其他有助於審查之相關資料(如特殊獎項、發表文獻、研究報告等)
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、在職生錄取報到時須繳交服務機關之
在職進修同意書(格式不拘)。
三、研究方向
甲組:基礎口腔醫學
乙組:臨床口腔醫學
丙組:醫療器材
四、提供各組甄試成績第一名第一學期獎
學金。",,,,,,,,,,,,,,,,
國立成功大學,醫學院,臨床醫學研究所,,2025/10/2,10,"1.審查50%
2.面試50%",,"一、大專歷年成績單
二、自傳(含個人簡歷及研究經歷)
三、其他有助於審查之相關資料(如全民英檢或托福成績、國科會大學專題討論研究報告等)
四、推薦函二封(於報名系統操作)","面試原始成績未達 60 分者,不予錄取",,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 1/2 為限)。
三、複試名單公告後,請於 10 月 27 日
中午 12 時前完成面試簡報繳交。
四、研究方向
甲組:生命科學暨轉譯醫學
乙組:流行病學
五、甲組第一名提供獎學金(一學年)",,,,,,,,,,,,,,,,
國立成功大學,醫學院,老年學研究所,,2025/10/2,7,"1.審查50%
2.面試50%","甲組:除乙組列出之學門及科系外,其餘均報考甲組
乙組:醫藥衛生學門類【包含:醫學系、中醫學系、牙醫學系、護理、藥學、營養、公共衛生、
職能治療、物理治療、醫學技術及檢驗、醫務管理、口腔衛生、呼吸治療、長照及高齡照
護相關科系等】","一、大專歷年成績單
二、履歷(含個人學經歷、自傳、曾參與之專題研究、著作、社團活動、獎勵等)
三、研究計畫書
四、其他有助於甄試之相關資料(如托福或其他語文能力鑑定證明或個人作品)
五、有工作經驗者須附工作經歷證明文件
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、考生僅限報考一組。
二、審查成績通過者,再通知面試(名額至
多為各組招生名額的 4 倍),本所亦可
決定不足額錄取。
三、考生錄取報到時,已在職者需繳交服
務機關之在職進修同意書(格式不拘)。
四、本所訂有英文檢定畢業門檻,請參閱
本所網頁「碩士修業暨學位考試辦
法」。

五、正取生報到就讀者,擇優提供獎學金。",,,,,,,,,,,,,,,,
國立成功大學,醫學院,食品安全衛生暨風險管理研究所,,2025/10/2,9,"1.審查40%
2.面試60%",不受理同等學力,"一、大學歷年成績單
二、自傳(1500 字以內)
三、其他有助於審查之相關資料(建議提供如英文能力檢定成績、特殊獎項、學術榮譽、發表文獻及相關產業經歷等)
四、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、在職生錄取報到時須繳交服務機關之
在職進修同意書(格形式不拘)。",,,,,,,,,,,,,,,,
國立成功大學,社會科學院,政治學系政治經濟學碩士班,,2025/10/2,8,"1.審查50%
2.面試50%",,"一、大專歷年成績單
二、自傳及研究計畫書
三、其他有助於審查之相關資料(如各式語文檢定成績、參與學術研究計畫、學術文章)
四、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"審查成績通過者,再通知面試。",,,,,,,,,,,,,,,,
國立成功大學,社會科學院,教育研究所,,2025/10/2,13,"1.審查50%
2.面試50%",,"一、大專歷年成績單
二、自傳及讀書計畫
三、研究計畫書
四、其他有助於審查之證明文件或專題報告
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取
(以招生名額 1/2 為限)。
三、擇優提供助學金。",,,,,,,,,,,,,,,,
國立成功大學,社會科學院,經濟學系,,2025/10/2,5,"1.審查50%
2.面試50%","一、大學在校學業成績系班組排名名次列於前45%(含)者。
二、不受理境外大學畢業生。
三、不受理同等學力。","一、大學歷年成績單
二、自傳(個人簡歷、報考動機、對經濟學之認識、曾參與之研究計畫、獎勵、社團活動等)
三、研究計畫書
四、其他有助於審查之相關資料(如英語檢定之證明)
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查項目(含推薦函)皆為必備項目。",,,,,,,,,,,,,,,,
國立成功大學,社會科學院,心理學系,,2025/10/2,10,"1.審查40%
2.面試60%",,"一、心理學系碩士班甄試資料審核表。(格式請至本系網站招生專區下載)
二、大專以上歷年成績單(含名次證明)
三、其他有助於審查之相關資料(如英文能力檢定證明、參與學術發表活動或競賽證明等)
四、推薦函二封(於報名系統操作)","面試原始成績未達 70 分者,不予錄取",,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,始得參與面試。
二、本所重視國際觀與跨領域學習,歡迎對心理學
有基本認識、具強烈興趣之其他專長者報考。
三、指導教授以本系專任教師為主,勿僅規劃合
聘教師或兼任教師為指導教授。
四、報考前,(1)建議聯繫論文研究領域相關之
本系專任教師,以增進彼此了解。先參考本
系教師資訊網頁,以瞭解教師研究領域。(2)
請詳閱本系修業規定,「研究生入學規則、
修業辦法」,如非心理相關科系畢業之學生,
須於畢業前完成指定課程之補修。
五、錄取後不得轉組,若改變研究興趣,亦須知
會報考過程中所希望接受指導之本系專任
教師,使得徵詢其他教師指導之可能。
六、本碩士班完成修業後,不具臨床心理師國考
應考資格。
七、研究方向
甲組:視覺科學、注意記憶與學習、老化神
經科學、情緒與睡眠、認知科技與產學、學
習記憶神經生物學、心理藥物學、運動健康、
正念、拖延心理學等。
乙組:組織與工商行為、文化與社會心理學、
發展心理學,神經與認知模擬、人工智慧
(AI)心理學、心理語言學、行為資料的測量
與分析、適性測驗、高齡心理與成人發展、
心理病理學等。",,,,,,,,,,,,,,,,
國立成功大學,敏求學院,智慧科技系統碩士學位學程,,2025/10/2,7,"1.審查50%
2.面試50%",,"一、在校歷年成績單(含名次證明)
二、自傳(必須包含跨專長領域事蹟或潛力佐證)
三、研究計劃書(含申請動機、相關背景或經驗、預計投入的跨領域研究、未來發展或就業規劃等)
四、專題報告、作品或其他有助於審查之證明文件(專題報告或作品若為多人合作者,請註明合作者姓名及自己所負責部分與百分比,若有不實者不予錄取)
五、語言能力證明
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、面試時間請以本院網頁公告為準。
三、審查成績優異者得免面試優先錄取(以
招生名額 1/2 為限) 。
四、就讀電資、科學、工程、數學及統計等
領域之相關科系或具備跨領域研究專
長。
五、需具備撰寫程式的基本能力(常用的程
式語言如 Python、C/C++/C#、Java、
R 或 Matlab 等,至少具備一項)
六、開發 AI 軟體技術應用於相關領域(人
工智慧與機器人技術、機器學習、深度
學習、資料探勘、人機互動、安全運算、
數據科學、認知與腦科學、法律科技、
智慧治理、智慧醫療、運算科學、運算
材料科學)",,,,,,,,,,,,,,,,
國立成功大學,敏求學院,智慧運算碩士學位學程,,2025/10/2,6,"1.審查50%
2.面試50%",,"一、在校歷年成績單(含名次證明)
二、自傳(必須包含跨專長領域事蹟或潛力佐證)
三、研究計畫書(含申請動機、相關背景或經驗、預計投入的跨領域研究、未來發展或就業規劃等)
四、專題報告、作品或其他有助於審查之證明文件(專題報告或作品若為多人合作者,請註明合作者姓名及自己所負責部分與百分比,若有不實者不予錄取)
五、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、面試時間請以本院網頁公告為準。
三、審查成績優異者得免面試優先錄取
(以招生名額 1/2 為限)。
四、就讀電資、科學、工程、數學及統計等
領域之相關科系或具備跨領域研究專
長。
五、需具備撰寫程式的基本能力(常用的程
式語言如 Python、C/C++/C#、Java、
R 或 Matlab 等,至少具備一項)。
六、研究領域:與人工智慧相關之計算機
架構、自然語言處理、法律科技與政
策、智慧治理、影像光譜技術、環境感
知、數據科學、腦科學與神經科學等,
以實現工程運算(電資通工程)、健康運
算(農林畜牧醫)、社會運算(文法商社
會)多元的跨域目標。",,,,,,,,,,,,,,,,
國立成功大學,教務處,全校永續跨域國際碩士學位學程,,2025/10/2,3,"1.審查50%
2.面試50%",,"一、大學歷年成績單(含名次證明)
二、履歷資料及自傳(一千字以內)
三、英文研究讀書計畫(含申請動機,預計跨領域面向及永續議題參與等)
四、語文能力證明(托福、多益、雅思、全民英檢、英國劍橋大學國際英文認證、培力英檢等英文
相關檢定考試)
五、其他有助於審查之相關資料(如社團活動、永續發展相關研究計畫參與成果(註明個人負責
部分並請指導老師簽名)、其他特殊成就或學術榮譽)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單、時間
將公佈於本學程網頁。
二、全部課程以英語授課。",,,,,,,,,,,,,,,,
國立成功大學,智慧半導體及永續製造學院,晶片設計碩士學位學程,,2025/10/2,18,"1.審查40%
2.面試60%",,"一、個人審查資料表(請至本學程網頁之招生公告查看說明)
二、大專歷年成績單
三、研究計畫書
四、自傳
五、其他有助於審查之證明文件或專題報告等(專題作品為多人合作者,須詳細註明合作者姓名
及自己所負責部分,並請指導老師或系所主管簽名,若有不實者,不予錄取)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單將公
告於本學程網頁,不另行通知。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、研究方向:各式前瞻晶片電路與模組
設計,含智慧物聯網/智慧晶片系統/人
工智慧系統晶片設計;生醫/感測/控制
/類比前端積體電路設計;新興記憶體
電路與智慧控制模組;先進射頻通訊晶
片設計;電力電子/電源管理/綠能電子
晶片電路與模組設計
四、本學院與頂尖半導體及永續製造公司
合作,有機會獲得公司獎學金、實習(含
業師共同指導)、預聘、產學合作補助
等。",,,,,,,,,,,,,,,,
國立成功大學,智慧半導體及永續製造學院,半導體製程碩士學位學程,,2025/10/2,14,1.審查100%,,"一、個人審查資料表(請至本學程網頁之招生公告
查看說明)
二、大專歷年成績單(含名次或提供名次證明)
三、研究計畫書
四、自傳
五、其他有助於審查之證明文件或專題報告等(專題作品為多人合作者,須詳細註明合作者姓名
及自己所負責之部分,並請指導老師或系所主管簽名。若有不實者,不予錄取)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、本學程以突破下世代半導體技術節點
和研發前瞻元件為方向,與國際級產業
及機構合作,共同培育半導體領域之頂
尖人才。
二、本學院與頂尖半導體企業合作,有機
會獲得企業獎學金、實習(含業師共同
指導)、預聘、產學合作補助等。",,,,,,,,,,,,,,,,
國立成功大學,智慧半導體及永續製造學院,半導體封測碩士學位學程,,2025/10/2,9,"1.審查40%
2.面試60%",,"一、個人審查資料表(請至本學程網頁之招生公告查看說明)
二、大專歷年成績單
三、研究計畫書
四、自傳
五、其他有助於審查之證明文件或專題報告等(專題作品為多人合作者,須詳細註明合作者姓名及自己所負責部分,並請指導老師或系所主管簽名,若有不實者不予錄取)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單將公佈
於本學程網頁,不另行通知。
二、審查成績優異者得免面試優先錄取
(以招生名額 2/3 為限)。
三、研究方向:封裝元件設計、封裝材料/
製程、封裝智慧製造、封裝永續循環經
濟製造等領域。
四、錄取生可依本學院培育優秀學生獎學
金實施要點申請獎學金。另外本學院與
頂尖半導體及永續製造業相關公司合
作,有機會獲得公司獎學金、實習(含
業師共同指導)、預聘、產學合作補助
等。",,,,,,,,,,,,,,,,
國立成功大學,智慧半導體及永續製造學院,關鍵材料碩士學位學程,,2025/10/2,13,"1.審查40%
2.面試60%",,"一、個人審查資料表(請至本學程網頁之招生公告查看說明)
二、大專歷年成績單
三、研究計畫書
四、自傳
五、其他有助於審查之證明文件或專題報告等(專題作品為多人合作者,須詳細註明合作者姓名及自己所負責部分,並請指導老師或系所主管簽名,若有不實者不予錄取)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單將公佈於本學程網頁,不另行通知。
二、審查成績優異者得免面試優先錄取(以招生名額 2/3 為限)。
三、研究方向:二維材料開發與應用、奈米/量子技術、功能性材料與元件、能源材料與元件、奈米表面與介面分析等領域
四、錄取生可依本學院培育優秀學生獎學金實施要點申請獎學金。另外本學院與頂尖半導體及永續製造業相關公司合作,有機會獲得公司獎學金、實習(含業師共同指導)、預聘、產學合作補助等。",,,,,,,,,,,,,,,,
國立成功大學,智慧半導體及永續製造學院,智慧與永續製造碩士學位學程,,2025/10/2,9,"1.審查40%
2.面試60%",,"一、個人審查資料表(請至本學程網頁之招生公告查看說明)
二、大專歷年成績單
三、研究計畫書
四、自傳
五、其他有助於審查之證明文件或專題報告等(專題作品為多人合作者,須詳細註明合作者姓名及自己所負責部分,並請指導老師或系所主管簽名,若有不實者不予錄取)
六、推薦函二封(於報名系統操作)",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,進入面試名單將公佈於本學程網頁,不另行通知。
二、審查成績優異者得免面試優先錄取(以招生名額 2/3 為限)。
三、研究方向:氫能冶煉技術、智慧模擬輔助製程設計、循環經濟技術、低碳減排技術、綠能應用元件等領域,發展達成碳中和永續發展的智慧製造技術。
四、錄取生可依本學院培育優秀學生獎學金實施要點申請獎學金。另外本學院與頂尖半導體及永續製造業相關公司合作,有機會獲得公司獎學金、實習(含業師共同指導)、預聘、產學合作補助等。",,,,,,,,,,,,,,,,
國立成功大學,智慧半導體及永續製造學院,半導體高階管理暨研發碩士在職專班,,2025/10/2,20,"1.審查50%
2.面試50%",須工作年資六年(含)以上(請上傳工作證明文件)。,"一、個人審查資料表(請至本專班網頁之招生公告
連結表單填寫)
二、大專歷年成績單",,,甄戰_115推甄簡章-國立成功大學.pdf,"一、審查成績通過者,再通知面試。
二、審查成績優異者得免面試優先錄取(以招生名額 1/2 為限)。
三、授課時間:以夜間及假日為原則。
四、備取生遞補作業期限至本校 115 學年度第 1 學期開學日止。
五、學雜費基數每學期壹萬貳仟元,學分費每學分壹萬壹仟元,在學期間均按學校標準收費。",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
